Text,Latitude,Longitude,Altitude,Type
1962,3.147778,101.695278,1461,year
1958,4.597222,101.075,0,year
1959,4.597222,101.075,365,year
1960,4.597222,101.075,730,year
1961,4.597222,101.075,1096,year
1962,4.597222,101.075,1461,year
1958,5.4025,100.365,0,year
1959,5.4025,100.365,365,year
1960,5.4025,100.365,730,year
1961,5.4025,100.365,1096,year
1962,5.4025,100.365,1461,year
1958,2.722222,101.941667,0,year
1959,2.722222,101.941667,365,year
1960,2.722222,101.941667,730,year
1961,2.722222,101.941667,1096,year
1962,2.722222,101.941667,1461,year
1958,-6.175,106.8275,0,year
1959,-6.175,106.8275,365,year
1960,-6.175,106.8275,730,year
1961,-6.175,106.8275,1096,year
1962,-6.175,106.8275,1461,year
1958,14.5958,120.9772,0,year
1959,14.5958,120.9772,365,year
1960,14.5958,120.9772,730,year
1961,14.5958,120.9772,1096,year
1962,14.5958,120.9772,1461,year
1958,10.676458,122.950917,0,year
1959,10.676458,122.950917,365,year
1960,10.676458,122.950917,730,year
1961,10.676458,122.950917,1096,year
1962,10.676458,122.950917,1461,year
1958,10.293,123.902,0,year
1959,10.293,123.902,365,year
1960,10.293,123.902,730,year
1961,10.293,123.902,1096,year
1962,10.293,123.902,1461,year
1958,7.22,124.25,0,year
1959,7.22,124.25,365,year
1960,7.22,124.25,730,year
1961,7.22,124.25,1096,year
1962,7.22,124.25,1461,year
1958,22.615,120.2975,0,year
1959,22.615,120.2975,365,year
1960,22.615,120.2975,730,year
1961,22.615,120.2975,1096,year
1962,22.615,120.2975,1461,year
1958,35.516667,139.7,0,year
1959,35.516667,139.7,365,year
1960,35.516667,139.7,730,year
1961,35.516667,139.7,1096,year
1962,35.516667,139.7,1461,year
1958,33.033333,130.45,0,year
1959,33.033333,130.45,365,year
1960,33.033333,130.45,730,year
1961,33.033333,130.45,1096,year
1962,33.033333,130.45,1461,year
1958,32.583333,131.666667,0,year
1959,32.583333,131.666667,365,year
1960,32.583333,131.666667,730,year
1961,32.583333,131.666667,1096,year
1962,32.583333,131.666667,1461,year
1958,34.05,131.8,0,year
1959,34.05,131.8,365,year
1960,34.05,131.8,730,year
1961,34.05,131.8,1096,year
1962,34.05,131.8,1461,year
1958,37.566667,126.966667,0,year
1959,37.566667,126.966667,365,year
1960,37.566667,126.966667,730,year
1961,37.566667,126.966667,1096,year
1962,37.566667,126.966667,1461,year
1958,41.748056,-74.085,0,year
1959,41.748056,-74.085,365,year
1960,41.748056,-74.085,730,year
1961,41.748056,-74.085,1096,year
1962,41.748056,-74.085,1461,year
1963,41.748056,-74.085,1826,year
1958,42.304167,-73.248611,0,year
1959,42.304167,-73.248611,365,year
1960,42.304167,-73.248611,730,year
1961,42.304167,-73.248611,1096,year
1962,42.304167,-73.248611,1461,year
1963,42.304167,-73.248611,1826,year
1958,44.695278,-73.458333,0,year
1959,44.695278,-73.458333,365,year
1960,44.695278,-73.458333,730,year
1961,44.695278,-73.458333,1096,year
1962,44.695278,-73.458333,1461,year
1963,44.695278,-73.458333,1826,year
1958,42.600556,-76.181389,0,year
1959,42.600556,-76.181389,365,year
1960,42.600556,-76.181389,730,year
1961,42.600556,-76.181389,1096,year
1962,42.600556,-76.181389,1461,year
1963,42.600556,-76.181389,1826,year
1958,32.298889,-90.184722,0,year
1959,32.298889,-90.184722,365,year
1960,32.298889,-90.184722,730,year
1961,32.298889,-90.184722,1096,year
1962,32.298889,-90.184722,1461,year
1963,32.298889,-90.184722,1826,year
1958,40.704722,-73.617222,0,year
1959,40.704722,-73.617222,365,year
1960,40.704722,-73.617222,730,year
1961,40.704722,-73.617222,1096,year
1962,40.704722,-73.617222,1461,year
1963,40.704722,-73.617222,1826,year
1958,41.15,-81.36,0,year
1959,41.15,-81.36,365,year
1960,41.15,-81.36,730,year
1961,41.15,-81.36,1096,year
1962,41.15,-81.36,1461,year
1963,41.15,-81.36,1826,year
1964,41.15,-81.36,2191,year
1958,41.114444,-74.047778,0,year
1959,41.114444,-74.047778,365,year
1960,41.114444,-74.047778,730,year
1961,41.114444,-74.047778,1096,year
1962,41.114444,-74.047778,1461,year
1963,41.114444,-74.047778,1826,year
1964,41.114444,-74.047778,2191,year
1958,44.670833,-74.984167,0,year
1959,44.670833,-74.984167,365,year
1960,44.670833,-74.984167,730,year
1961,44.670833,-74.984167,1096,year
1962,44.670833,-74.984167,1461,year
1963,44.670833,-74.984167,1826,year
1964,44.670833,-74.984167,2191,year
1958,45.62,-1.03,0,year
1959,45.62,-1.03,365,year
1960,45.62,-1.03,730,year
1961,45.62,-1.03,1096,year
1962,45.62,-1.03,1461,year
1963,45.62,-1.03,1826,year
1964,45.62,-1.03,2191,year
1965,45.62,-1.03,2557,year
1958,49.453889,11.0775,0,year
1959,49.453889,11.0775,365,year
1960,49.453889,11.0775,730,year
1961,49.453889,11.0775,1096,year
1962,49.453889,11.0775,1461,year
1963,49.453889,11.0775,1826,year
1964,49.453889,11.0775,2191,year
1965,49.453889,11.0775,2557,year
1958,53.083333,8.8,0,year
1959,53.083333,8.8,365,year
1960,53.083333,8.8,730,year
1961,53.083333,8.8,1096,year
1962,53.083333,8.8,1461,year
1963,53.083333,8.8,1826,year
1964,53.083333,8.8,2191,year
1965,53.083333,8.8,2557,year
1958,48.797222,9.176944,0,year
1959,48.797222,9.176944,365,year
1960,48.797222,9.176944,730,year
1961,48.797222,9.176944,1096,year
1962,48.797222,9.176944,1461,year
1963,48.797222,9.176944,1826,year
1964,48.797222,9.176944,2191,year
1965,48.797222,9.176944,2557,year
1958,45.55,11.55,0,year
1959,45.55,11.55,365,year
1960,45.55,11.55,730,year
1961,45.55,11.55,1096,year
1962,45.55,11.55,1461,year
1963,45.55,11.55,1826,year
1964,45.55,11.55,2191,year
1965,45.55,11.55,2557,year
1958,45.079167,7.676111,0,year
1959,45.079167,7.676111,365,year
1960,45.079167,7.676111,730,year
1961,45.079167,7.676111,1096,year
1962,45.079167,7.676111,1461,year
1963,45.079167,7.676111,1826,year
1964,45.079167,7.676111,2191,year
1965,45.079167,7.676111,2557,year
1958,44.411111,8.932778,0,year
1959,44.411111,8.932778,365,year
1960,44.411111,8.932778,730,year
1961,44.411111,8.932778,1096,year
1962,44.411111,8.932778,1461,year
1963,44.411111,8.932778,1826,year
1964,44.411111,8.932778,2191,year
1965,44.411111,8.932778,2557,year
1958,43.783333,11.25,0,year
1959,43.783333,11.25,365,year
1960,43.783333,11.25,730,year
1961,43.783333,11.25,1096,year
1962,43.783333,11.25,1461,year
1963,43.783333,11.25,1826,year
1964,43.783333,11.25,2191,year
1965,43.783333,11.25,2557,year
1958,53.565278,10.001389,0,year
1959,53.565278,10.001389,365,year
1960,53.565278,10.001389,730,year
1961,53.565278,10.001389,1096,year
1962,53.565278,10.001389,1461,year
1963,53.565278,10.001389,1826,year
1964,53.565278,10.001389,2191,year
1965,53.565278,10.001389,2557,year
1966,53.565278,10.001389,2922,year
1958,51.481944,7.215833,0,year
1959,51.481944,7.215833,365,year
1960,51.481944,7.215833,730,year
1961,51.481944,7.215833,1096,year
1962,51.481944,7.215833,1461,year
1963,51.481944,7.215833,1826,year
1964,51.481944,7.215833,2191,year
1965,51.481944,7.215833,2557,year
1966,51.481944,7.215833,2922,year
1958,51.233333,6.783333,0,year
1959,51.233333,6.783333,365,year
1960,51.233333,6.783333,730,year
1961,51.233333,6.783333,1096,year
1962,51.233333,6.783333,1461,year
1963,51.233333,6.783333,1826,year
1964,51.233333,6.783333,2191,year
1965,51.233333,6.783333,2557,year
1966,51.233333,6.783333,2922,year
1958,50.0825,8.24,0,year
1959,50.0825,8.24,365,year
1960,50.0825,8.24,730,year
1961,50.0825,8.24,1096,year
1962,50.0825,8.24,1461,year
1963,50.0825,8.24,1826,year
1964,50.0825,8.24,2191,year
1965,50.0825,8.24,2557,year
1966,50.0825,8.24,2922,year
1958,39.75,-8.8,0,year
1959,39.75,-8.8,365,year
1960,39.75,-8.8,730,year
1961,39.75,-8.8,1096,year
1962,39.75,-8.8,1461,year
1963,39.75,-8.8,1826,year
1964,39.75,-8.8,2191,year
1965,39.75,-8.8,2557,year
1966,39.75,-8.8,2922,year
1967,39.75,-8.8,3287,year
1958,38.725267,-9.150019,0,year
1959,38.725267,-9.150019,365,year
1960,38.725267,-9.150019,730,year
1961,38.725267,-9.150019,1096,year
1962,38.725267,-9.150019,1461,year
1963,38.725267,-9.150019,1826,year
1964,38.725267,-9.150019,2191,year
1965,38.725267,-9.150019,2557,year
1966,38.725267,-9.150019,2922,year
1967,38.725267,-9.150019,3287,year
1958,38.566667,-7.9,0,year
1959,38.566667,-7.9,365,year
1960,38.566667,-7.9,730,year
1961,38.566667,-7.9,1096,year
1962,38.566667,-7.9,1461,year
1963,38.566667,-7.9,1826,year
1964,38.566667,-7.9,2191,year
1965,38.566667,-7.9,2557,year
1966,38.566667,-7.9,2922,year
1967,38.566667,-7.9,3287,year
1958,38.033333,-7.883333,0,year
1959,38.033333,-7.883333,365,year
1960,38.033333,-7.883333,730,year
1961,38.033333,-7.883333,1096,year
1962,38.033333,-7.883333,1461,year
1963,38.033333,-7.883333,1826,year
1964,38.033333,-7.883333,2191,year
1965,38.033333,-7.883333,2557,year
1966,38.033333,-7.883333,2922,year
1967,38.033333,-7.883333,3287,year
1958,37.016111,-7.935,0,year
1959,37.016111,-7.935,365,year
1960,37.016111,-7.935,730,year
1961,37.016111,-7.935,1096,year
1962,37.016111,-7.935,1461,year
1963,37.016111,-7.935,1826,year
1964,37.016111,-7.935,2191,year
1965,37.016111,-7.935,2557,year
1966,37.016111,-7.935,2922,year
1967,37.016111,-7.935,3287,year
1958,52.366667,9.716667,0,year
1959,52.366667,9.716667,365,year
1960,52.366667,9.716667,730,year
1961,52.366667,9.716667,1096,year
1962,52.366667,9.716667,1461,year
1963,52.366667,9.716667,1826,year
1964,52.366667,9.716667,2191,year
1965,52.366667,9.716667,2557,year
1966,52.366667,9.716667,2922,year
1967,52.366667,9.716667,3287,year
1958,48.783333,9.183333,0,year
1959,48.783333,9.183333,365,year
1960,48.783333,9.183333,730,year
1961,48.783333,9.183333,1096,year
1962,48.783333,9.183333,1461,year
1963,48.783333,9.183333,1826,year
1964,48.783333,9.183333,2191,year
1965,48.783333,9.183333,2557,year
1966,48.783333,9.183333,2922,year
1967,48.783333,9.183333,3287,year
1958,49.487778,8.466111,0,year
1959,49.487778,8.466111,365,year
1960,49.487778,8.466111,730,year
1961,49.487778,8.466111,1096,year
1962,49.487778,8.466111,1461,year
1963,49.487778,8.466111,1826,year
1964,49.487778,8.466111,2191,year
1965,49.487778,8.466111,2557,year
1966,49.487778,8.466111,2922,year
1967,49.487778,8.466111,3287,year
1958,51.9625,7.625556,0,year
1959,51.9625,7.625556,365,year
1960,51.9625,7.625556,730,year
1961,51.9625,7.625556,1096,year
1962,51.9625,7.625556,1461,year
1963,51.9625,7.625556,1826,year
1964,51.9625,7.625556,2191,year
1965,51.9625,7.625556,2557,year
1966,51.9625,7.625556,2922,year
1967,51.9625,7.625556,3287,year
1958,52.16,4.49,0,year
1959,52.16,4.49,365,year
1960,52.16,4.49,730,year
1961,52.16,4.49,1096,year
1962,52.16,4.49,1461,year
1963,52.16,4.49,1826,year
1964,52.16,4.49,2191,year
1965,52.16,4.49,2557,year
1966,52.16,4.49,2922,year
1967,52.16,4.49,3287,year
1958,51.8475,5.8625,0,year
1959,51.8475,5.8625,365,year
1960,51.8475,5.8625,730,year
1961,51.8475,5.8625,1096,year
1962,51.8475,5.8625,1461,year
1963,51.8475,5.8625,1826,year
1964,51.8475,5.8625,2191,year
1965,51.8475,5.8625,2557,year
1966,51.8475,5.8625,2922,year
1967,51.8475,5.8625,3287,year
1958,51.916667,4.5,0,year
1959,51.916667,4.5,365,year
1960,51.916667,4.5,730,year
1961,51.916667,4.5,1096,year
1962,51.916667,4.5,1461,year
1963,51.916667,4.5,1826,year
1964,51.916667,4.5,2191,year
1965,51.916667,4.5,2557,year
1966,51.916667,4.5,2922,year
1967,51.916667,4.5,3287,year
1958,51.5,3.616667,0,year
1959,51.5,3.616667,365,year
1960,51.5,3.616667,730,year
1961,51.5,3.616667,1096,year
1962,51.5,3.616667,1461,year
1963,51.5,3.616667,1826,year
1964,51.5,3.616667,2191,year
1965,51.5,3.616667,2557,year
1966,51.5,3.616667,2922,year
1967,51.5,3.616667,3287,year
1958,44.817778,20.456944,0,year
1959,44.817778,20.456944,365,year
1960,44.817778,20.456944,730,year
1961,44.817778,20.456944,1096,year
1962,44.817778,20.456944,1461,year
1963,44.817778,20.456944,1826,year
1964,44.817778,20.456944,2191,year
1965,44.817778,20.456944,2557,year
1966,44.817778,20.456944,2922,year
1967,44.817778,20.456944,3287,year
1958,45.2,19.933333,0,year
1959,45.2,19.933333,365,year
1960,45.2,19.933333,730,year
1961,45.2,19.933333,1096,year
1962,45.2,19.933333,1461,year
1963,45.2,19.933333,1826,year
1964,45.2,19.933333,2191,year
1965,45.2,19.933333,2557,year
1966,45.2,19.933333,2922,year
1967,45.2,19.933333,3287,year
1958,45.333333,14.3,0,year
1959,45.333333,14.3,365,year
1960,45.333333,14.3,730,year
1961,45.333333,14.3,1096,year
1962,45.333333,14.3,1461,year
1963,45.333333,14.3,1826,year
1964,45.333333,14.3,2191,year
1965,45.333333,14.3,2557,year
1966,45.333333,14.3,2922,year
1967,45.333333,14.3,3287,year
1958,44.870278,13.845556,0,year
1959,44.870278,13.845556,365,year
1960,44.870278,13.845556,730,year
1961,44.870278,13.845556,1096,year
1962,44.870278,13.845556,1461,year
1963,44.870278,13.845556,1826,year
1964,44.870278,13.845556,2191,year
1965,44.870278,13.845556,2557,year
1966,44.870278,13.845556,2922,year
1967,44.870278,13.845556,3287,year
1958,44.7725,17.1925,0,year
1959,44.7725,17.1925,365,year
1960,44.7725,17.1925,730,year
1961,44.7725,17.1925,1096,year
1962,44.7725,17.1925,1461,year
1963,44.7725,17.1925,1826,year
1964,44.7725,17.1925,2191,year
1965,44.7725,17.1925,2557,year
1966,44.7725,17.1925,2922,year
1967,44.7725,17.1925,3287,year
1958,43.856389,18.413056,0,year
1959,43.856389,18.413056,365,year
1960,43.856389,18.413056,730,year
1961,43.856389,18.413056,1096,year
1962,43.856389,18.413056,1461,year
1963,43.856389,18.413056,1826,year
1964,43.856389,18.413056,2191,year
1965,43.856389,18.413056,2557,year
1966,43.856389,18.413056,2922,year
1967,43.856389,18.413056,3287,year
1958,43.32102,21.89567,0,year
1959,43.32102,21.89567,365,year
1960,43.32102,21.89567,730,year
1961,43.32102,21.89567,1096,year
1962,43.32102,21.89567,1461,year
1963,43.32102,21.89567,1826,year
1964,43.32102,21.89567,2191,year
1965,43.32102,21.89567,2557,year
1966,43.32102,21.89567,2922,year
1967,43.32102,21.89567,3287,year
1958,41.996111,21.431667,0,year
1959,41.996111,21.431667,365,year
1960,41.996111,21.431667,730,year
1961,41.996111,21.431667,1096,year
1962,41.996111,21.431667,1461,year
1963,41.996111,21.431667,1826,year
1964,41.996111,21.431667,2191,year
1965,41.996111,21.431667,2557,year
1966,41.996111,21.431667,2922,year
1967,41.996111,21.431667,3287,year
1958,40.626111,14.376111,0,year
1959,40.626111,14.376111,365,year
1960,40.626111,14.376111,730,year
1961,40.626111,14.376111,1096,year
1962,40.626111,14.376111,1461,year
1963,40.626111,14.376111,1826,year
1964,40.626111,14.376111,2191,year
1965,40.626111,14.376111,2557,year
1966,40.626111,14.376111,2922,year
1967,40.626111,14.376111,3287,year
1958,43.483333,13.483333,0,year
1959,43.483333,13.483333,365,year
1960,43.483333,13.483333,730,year
1961,43.483333,13.483333,1096,year
1962,43.483333,13.483333,1461,year
1963,43.483333,13.483333,1826,year
1964,43.483333,13.483333,2191,year
1965,43.483333,13.483333,2557,year
1966,43.483333,13.483333,2922,year
1967,43.483333,13.483333,3287,year
1958,32.199789,34.926039,0,year
1959,32.199789,34.926039,365,year
1960,32.199789,34.926039,730,year
1961,32.199789,34.926039,1096,year
1962,32.199789,34.926039,1461,year
1963,32.199789,34.926039,1826,year
1964,32.199789,34.926039,2191,year
1965,32.199789,34.926039,2557,year
1966,32.199789,34.926039,2922,year
1967,32.199789,34.926039,3287,year
1958,32.965833,35.498333,0,year
1959,32.965833,35.498333,365,year
1960,32.965833,35.498333,730,year
1961,32.965833,35.498333,1096,year
1962,32.965833,35.498333,1461,year
1963,32.965833,35.498333,1826,year
1964,32.965833,35.498333,2191,year
1965,32.965833,35.498333,2557,year
1966,32.965833,35.498333,2922,year
1967,32.965833,35.498333,3287,year
1958,32.595833,35.101111,0,year
1959,32.595833,35.101111,365,year
1960,32.595833,35.101111,730,year
1961,32.595833,35.101111,1096,year
1962,32.595833,35.101111,1461,year
1963,32.595833,35.101111,1826,year
1964,32.595833,35.101111,2191,year
1965,32.595833,35.101111,2557,year
1966,32.595833,35.101111,2922,year
1967,32.595833,35.101111,3287,year
1958,45.4375,12.335833,0,year
1959,45.4375,12.335833,365,year
1960,45.4375,12.335833,730,year
1961,45.4375,12.335833,1096,year
1962,45.4375,12.335833,1461,year
1963,45.4375,12.335833,1826,year
1964,45.4375,12.335833,2191,year
1965,45.4375,12.335833,2557,year
1966,45.4375,12.335833,2922,year
1967,45.4375,12.335833,3287,year
1958,9.03,38.74,0,year
1959,9.03,38.74,365,year
1960,9.03,38.74,730,year
1961,9.03,38.74,1096,year
1962,9.03,38.74,1461,year
1963,9.03,38.74,1826,year
1964,9.03,38.74,2191,year
1965,9.03,38.74,2557,year
1966,9.03,38.74,2922,year
1967,9.03,38.74,3287,year
1958,-18.933333,47.516667,0,year
1959,-18.933333,47.516667,365,year
1960,-18.933333,47.516667,730,year
1961,-18.933333,47.516667,1096,year
1962,-18.933333,47.516667,1461,year
1963,-18.933333,47.516667,1826,year
1964,-18.933333,47.516667,2191,year
1965,-18.933333,47.516667,2557,year
1966,-18.933333,47.516667,2922,year
1967,-18.933333,47.516667,3287,year
1958,0.313611,32.581111,0,year
1959,0.313611,32.581111,365,year
1960,0.313611,32.581111,730,year
1961,0.313611,32.581111,1096,year
1962,0.313611,32.581111,1461,year
1963,0.313611,32.581111,1826,year
1964,0.313611,32.581111,2191,year
1965,0.313611,32.581111,2557,year
1966,0.313611,32.581111,2922,year
1967,0.313611,32.581111,3287,year
1958,-4.05,39.666667,0,year
1959,-4.05,39.666667,365,year
1960,-4.05,39.666667,730,year
1961,-4.05,39.666667,1096,year
1962,-4.05,39.666667,1461,year
1963,-4.05,39.666667,1826,year
1964,-4.05,39.666667,2191,year
1965,-4.05,39.666667,2557,year
1966,-4.05,39.666667,2922,year
1967,-4.05,39.666667,3287,year
1958,-1.286389,36.817222,0,year
1959,-1.286389,36.817222,365,year
1960,-1.286389,36.817222,730,year
1961,-1.286389,36.817222,1096,year
1962,-1.286389,36.817222,1461,year
1963,-1.286389,36.817222,1826,year
1964,-1.286389,36.817222,2191,year
1965,-1.286389,36.817222,2557,year
1966,-1.286389,36.817222,2922,year
1967,-1.286389,36.817222,3287,year
1958,-6.816111,39.280278,0,year
1959,-6.816111,39.280278,365,year
1960,-6.816111,39.280278,730,year
1961,-6.816111,39.280278,1096,year
1962,-6.816111,39.280278,1461,year
1963,-6.816111,39.280278,1826,year
1964,-6.816111,39.280278,2191,year
1965,-6.816111,39.280278,2557,year
1966,-6.816111,39.280278,2922,year
1967,-6.816111,39.280278,3287,year
1958,-4.325,15.322222,0,year
1959,-4.325,15.322222,365,year
1960,-4.325,15.322222,730,year
1961,-4.325,15.322222,1096,year
1962,-4.325,15.322222,1461,year
1963,-4.325,15.322222,1826,year
1964,-4.325,15.322222,2191,year
1965,-4.325,15.322222,2557,year
1966,-4.325,15.322222,2922,year
1967,-4.325,15.322222,3287,year
1958,5.55,-0.2,0,year
1959,5.55,-0.2,365,year
1960,5.55,-0.2,730,year
1961,5.55,-0.2,1096,year
1962,5.55,-0.2,1461,year
1963,5.55,-0.2,1826,year
1964,5.55,-0.2,2191,year
1965,5.55,-0.2,2557,year
1966,5.55,-0.2,2922,year
1967,5.55,-0.2,3287,year
1958,6.666667,-1.616667,0,year
1959,6.666667,-1.616667,365,year
1960,6.666667,-1.616667,730,year
1961,6.666667,-1.616667,1096,year
1962,6.666667,-1.616667,1461,year
1963,6.666667,-1.616667,1826,year
1964,6.666667,-1.616667,2191,year
1965,6.666667,-1.616667,2557,year
1966,6.666667,-1.616667,2922,year
1967,6.666667,-1.616667,3287,year
1958,5.316667,-4.033333,0,year
1959,5.316667,-4.033333,365,year
1960,5.316667,-4.033333,730,year
1961,5.316667,-4.033333,1096,year
1962,5.316667,-4.033333,1461,year
1963,5.316667,-4.033333,1826,year
1964,5.316667,-4.033333,2191,year
1965,5.316667,-4.033333,2557,year
1966,5.316667,-4.033333,2922,year
1967,5.316667,-4.033333,3287,year
1958,14.692778,-17.446667,0,year
1959,14.692778,-17.446667,365,year
1960,14.692778,-17.446667,730,year
1961,14.692778,-17.446667,1096,year
1962,14.692778,-17.446667,1461,year
1963,14.692778,-17.446667,1826,year
1964,14.692778,-17.446667,2191,year
1965,14.692778,-17.446667,2557,year
1966,14.692778,-17.446667,2922,year
1967,14.692778,-17.446667,3287,year
1958,42.418056,-73.576389,0,year
1959,42.418056,-73.576389,365,year
1960,42.418056,-73.576389,730,year
1961,42.418056,-73.576389,1096,year
1962,42.418056,-73.576389,1461,year
1963,42.418056,-73.576389,1826,year
1964,42.418056,-73.576389,2191,year
1965,42.418056,-73.576389,2557,year
1966,42.418056,-73.576389,2922,year
1967,42.418056,-73.576389,3287,year
1968,42.418056,-73.576389,3652,year
1958,43.413889,-71.985278,0,year
1959,43.413889,-71.985278,365,year
1960,43.413889,-71.985278,730,year
1961,43.413889,-71.985278,1096,year
1962,43.413889,-71.985278,1461,year
1963,43.413889,-71.985278,1826,year
1964,43.413889,-71.985278,2191,year
1965,43.413889,-71.985278,2557,year
1966,43.413889,-71.985278,2922,year
1967,43.413889,-71.985278,3287,year
1968,43.413889,-71.985278,3652,year
1958,42.125,-72.75,0,year
1959,42.125,-72.75,365,year
1960,42.125,-72.75,730,year
1961,42.125,-72.75,1096,year
1962,42.125,-72.75,1461,year
1963,42.125,-72.75,1826,year
1964,42.125,-72.75,2191,year
1965,42.125,-72.75,2557,year
1966,42.125,-72.75,2922,year
1967,42.125,-72.75,3287,year
1968,42.125,-72.75,3652,year
1958,41.31,-72.923611,0,year
1959,41.31,-72.923611,365,year
1960,41.31,-72.923611,730,year
